f_0082452.png f_0082968.png
0 0
1 53
23 82
38 222
46 43
50 39
54 50
147 215
159 353
167 187
189 310
243 284
244 288
381 499
401 434
404 485
470 577
643 812
657 950
673 1111
674 893
684 961
687 996
690 969
691 1148
693 713
697 1020
704 1001
709 985
710 848
711 995
739 993
759 1166
763 1032
770 883
777 979
802 1370
829 1099
831 1380
856 1041
891 1328
911 1444
932 954
939 1387
949 1215
994 1601
1002 1163
1063 1458
1074 1277
1087 1349
1116 1563
1117 1805
1141 1854
1156 1274
1184 1319
1193 1654
1194 1869
1223 1376
1251 1340
1314 1934
1317 2086
1329 1739
1413 2150
1434 2166
1443 2202
1456 1696
1462 1834
1464 2232
1475 2261
1497 2295
1504 1780
1514 2037
1518 1757
1519 2264
1527 1588
1529 2313
1578 1740
1581 1862
1591 2287
1604 1972
1608 2197
1614 2352
1659 2255
1682 2354
1683 2376
1758 1983
1762 2189
1895 1975
1916 2345
