# 3D point list with one line of data per point:
#   POINT3D_ID, X, Y, Z, R, G, B, ERROR, TRACK[] as (IMAGE_ID, POINT2D_IDX)
# Number of points: 153, mean track length: 2.0392156862745097
1 4.8734244118336223 -2.0782185399832054 22.104092263311209 159 98 80 0.011651297588838375 3 69 2 680
2 4.1735747364891127 -2.1814921479863205 22.507446930939334 104 55 47 0.10695369094770632 3 74 2 698
3 -0.65932381434530229 -1.7974625115489868 22.099945235512642 120 61 45 0.72998253506219712 3 127 2 1099
4 7.2130664159925031 -1.6700271092328509 22.137822205615361 145 76 63 0.18380917362731991 3 158 2 690
5 6.7292866720725559 -1.0638030007688297 21.132006186784334 144 78 64 0.94562767323847896 3 241 2 894
6 0.71468356051387505 -1.1577534866455612 22.197789506453304 137 82 66 0.3324744693316164 3 279 2 1244
7 -2.1532222312477316 -0.75314460496400926 20.801654452097051 169 95 72 0.33766134805550774 3 289 2 1539
8 5.2964300593292979 -0.96000276652722116 21.901279326018201 167 89 65 0.35381984166091074 3 306 2 1035
9 5.9084385859057775 -0.77586075151845701 21.739582703313253 161 82 65 0.53111249013523221 3 356 2 1054
10 7.6376895601442074 -0.67831948545289622 22.113027523281772 157 85 66 0.27517642690825755 3 402 2 998
11 2.3135263684374383 -0.86795498540261351 23.00001334187591 142 83 67 0.64913631309937592 3 406 2 1272
12 6.3967719231548203 -0.63261467982218555 22.074999462928336 178 104 93 0.16029734621990099 3 412 2 1085
13 -1.1178253626200578 -0.37766427433293864 21.023753858946677 148 87 72 0.30945088264634302 3 414 2 1600
14 3.7802300070916748 -0.4225105399593978 21.408386157557832 145 88 68 0.019160782226305642 3 431 2 1295
15 6.4184251728642634 -0.53919267498560675 22.110176866212502 160 85 72 0.40992677683488671 3 443 2 1135
16 -1.1838769205178754 -0.19793760738746383 21.06601604462054 153 87 71 0.15167980842347761 3 478 2 1669
17 -2.0807241317532896 -0.0010291589191471337 20.375078974305524 183 102 81 0.2232570000565372 3 487 2 1812
18 6.9740365331077001 -0.25546402975196264 21.678583157914399 166 84 69 0.29514432056694739 3 502 2 1183
19 6.5457056781182121 -0.12748068592389128 21.515077740714087 163 80 58 0.58885350881146015 3 527 2 1242
20 -0.4239984675060457 -0.079767416561304122 21.597551943400603 118 64 53 0.41469820176782546 3 541 2 1663
21 6.9906449751412625 -0.038361993757025051 21.563610502925691 175 90 71 0.32370800573122449 3 549 2 1246
22 5.9013128026146768 0.11725759616406241 20.911217873189798 184 101 79 0.50056948595528195 3 563 2 1352
23 -0.7934117516628818 0.16650623551088684 20.760062278380385 129 67 56 0.2562188347290934 3 565 2 1779
24 5.7080795564662079 0.050033871238335519 21.397443969410524 180 97 77 0.5876610095914685 3 572 2 1346
25 -2.1350255678723076 0.38115180820166272 20.010579178730094 192 102 83 0.050623660367323214 3 579 2 1966
26 6.7841169940083406 0.1265422253628247 21.700605280003927 181 97 75 0.21271082088277921 3 616 2 1306
27 -0.74409670752972701 0.51061735700637745 20.542134248370065 130 71 59 0.12487630626324583 3 654 2 1909
28 -0.40816559298802407 0.22937962738990489 21.946770175661314 151 89 74 0.047710347887316498 3 655 2 1767
29 -0.26075164273313628 0.3513137247860772 21.661197069843862 140 83 66 0.50763225268015488 3 667 2 1804
30 4.7701728998466484 0.4564308683152945 21.38429894356447 176 94 74 0.23134541968450861 3 682 2 1535
31 6.4615739579544007 0.5418507139629265 20.941313586398692 181 93 72 0.34679942343205561 3 683 2 1464
32 0.036677915220791731 0.57989704276918719 20.976624435596662 124 69 62 0.57337861401510049 3 693 2 1881
33 1.8100823236354919 0.69535792784299133 20.954541447655977 104 54 48 1.0779387631566317 3 727 2 1799 1 2875
34 -2.533982760157433 0.71504889340707511 20.944201961536418 196 91 72 0.57765776103080024 3 732 2 2091
35 -0.44187011953244065 0.84733151242603344 20.175211830143624 136 71 56 0.39500592597356049 3 735 2 2010
36 0.23860293774535657 0.66573745364457482 21.202023673169084 145 84 73 0.31573282696385108 3 736 2 1894
37 3.4145966132654952 0.71087805672850435 21.125920011914893 199 105 80 0.3559801724286088 3 744 2 1693
38 1.2155141776806699 0.73735315795249878 21.235887345164073 108 64 53 0.44563015960271024 3 756 2 1857
39 5.5586314661574701 0.76485575955629015 21.07804014744362 184 97 74 0.24510940612217094 3 758 1 2453
40 6.0411112388336319 0.78761057110501198 21.175341901598436 186 92 69 0.33076207670609648 3 768 2 1562
41 5.3668696136154237 0.80756148673329431 21.110623908164975 188 103 79 0.45003631685620687 3 776 2 1617
42 -1.3317195756221878 0.96557285585645958 20.455913144483617 167 83 64 0.17135865125818722 3 786 2 2116
43 4.7756542508652515 0.99489439910388244 20.516150299462314 182 96 78 0.15711318781032524 3 795 2 1714
44 0.79565777079274147 0.8862190152089543 21.333825724317091 160 93 77 0.13691292415253686 3 803 2 1933
45 2.7687674712433048 0.94684279783780956 20.992499192706862 202 109 84 0.13144221329719369 3 804 2 1828
46 6.2524931161332526 0.91179961188110981 21.488266593953586 182 87 69 0.47133685373099998 3 819 2 1582
47 4.5723805296424826 1.2183341260975946 20.962001103327935 192 102 80 0.44248907451597708 3 855 2 1805
48 4.2059412823423239 1.2846587290489406 20.98648160237035 192 98 77 0.11263294965275492 3 875 2 1859
49 2.1041929616020703 1.5347701770448514 20.58599627655137 193 103 79 0.4620510883219886 3 904 2 2082
50 6.459126931609906 1.4779562632056173 21.086490050055165 188 91 71 0.24440231802206411 3 913 2 1774
51 6.5370925287283157 1.5439482231867485 20.884743941703157 187 85 69 0.14338599617641529 3 922 2 1790
52 6.3162806801651605 1.5443932607493385 21.00602838835999 179 85 63 0.12432198864288883 3 924 2 1808
53 3.9345255908324965 1.5728187088223926 21.01605406270351 197 101 74 0.37547926420153077 3 927 2 1972
54 5.1973492112782713 1.6497721072652893 20.532438930263133 201 110 84 0.11978001327981641 3 928 2 1929
55 6.4186946763543506 1.5732414288966077 21.003104031980506 184 87 68 0.57696464694223493 3 929 2 1809
56 8.7695826781929842 1.5079967053236591 21.66506026897461 169 81 62 0.22099157287810617 3 937 2 1645
57 7.0639807171754834 1.6584788499679135 21.375263437662138 193 97 70 0.11704767546491855 3 964 2 1793
58 7.7186169454399334 1.7716441373679983 21.26700107151893 195 97 74 0.13773490538545011 3 984 2 1794
59 5.1722319238440209 1.9132222683718425 20.477349013389567 204 110 85 0.14611845928531597 3 991 2 2012
60 6.2186702090606545 1.8308890118154921 21.075229522223935 193 96 78 0.12383353177562992 3 992 2 1912
61 7.3150503693663858 1.8257209905380829 21.145694010439545 194 90 67 0.16492401067057344 3 993 2 1840
62 8.1407652734519633 1.8334698743409366 21.369539283515063 178 81 64 0.096587493012224968 3 1000 2 1785
63 1.5073469639324786 2.0768957937415653 19.768792933653568 197 101 79 0.75617241963251747 3 1013 2 2354 1 3338
64 4.5879596406139065 1.9596880944235082 20.698122334029701 213 112 90 0.33364873496666436 3 1015 2 2066
65 -1.2185968140980861 1.9366125762413686 20.957703866155384 182 97 76 0.12873387090841726 3 1019 2 2433
66 3.9694113841906598 1.972739047025222 20.620920655220139 196 98 74 1.5975976349519756 3 1021 2 2100 1 2971
67 5.8759172022674013 1.9458996010900937 20.898802018374489 176 88 65 0.22035033088843733 3 1022 2 1979
68 7.4388678830250781 1.92379220807391 21.105853430096531 195 93 70 0.080835233287126926 3 1023 2 1871
69 -0.7508785219073989 2.0116627086749013 20.509507731733333 174 86 67 0.21190261401990687 3 1029 2 2451
70 -1.774270584295673 1.9982683823369114 20.813475875844652 212 118 95 0.38665910705048456 3 1032 2 2501
71 7.6745765147854712 1.9229710995472025 21.396280960936874 190 89 66 0.046516602895777893 3 1035 2 1853
72 4.9069007699210641 2.087326651252527 20.506358349361776 200 99 79 0.21095592192313006 3 1044 2 2087
73 4.4599972898510831 2.1207032364469987 20.366514538919734 196 97 76 0.36958225224335867 3 1050 2 2133
74 7.453529869367161 2.0335762938756683 21.22860805008834 200 106 83 0.42489931556600335 3 1054 2 1898
75 1.1241236962700747 2.2440440636352141 20.570777465344118 196 98 76 0.10214056621915027 3 1076 2 2405
76 7.7047652277989842 2.2482511754026491 20.864560353775282 192 93 72 0.18998579310315322 3 1090 2 1965
77 4.5957528415476432 2.2971663931541197 20.90618682263371 203 101 81 0.26962729977023292 3 1103 2 2182
78 5.8744700706831665 2.485157647050166 20.874056138437304 196 92 75 0.40274213335492481 3 1143 2 2161
79 6.1607799406999915 2.4824426202170242 20.984135300385852 196 100 79 0.27431164724911217 3 1144 2 2134
80 7.8538101646079168 2.4487214770445034 21.26858237217402 186 92 67 0.11029100055387678 3 1146 2 2006
81 4.3835907331084734 2.5921361339045887 20.53758858280354 205 107 85 0.44193814843262869 3 1169 2 2308
82 1.8108999563895822 2.6297801496412396 20.621095517339675 207 109 83 0.37812463018120879 3 1179 2 2487
83 4.4582930409118466 2.754641218226169 20.560342721761042 203 105 83 0.43247310346700946 3 1207 2 2356
84 8.1544957013086599 2.7387712780085796 21.669685546074117 180 86 65 0.21066487431479805 3 1233 2 2078
85 6.5919582029950554 2.8141504000538244 21.16761498182575 186 92 69 0.27154847810752891 3 1240 2 2223
86 6.7806033809504056 2.8597364157579288 20.712472217479842 193 99 74 0.20774519130317626 3 1241 2 2234
87 3.3813644722390155 3.0000727698274323 20.021355786426625 215 110 84 0.43874472361697181 3 1260 2 2520
88 6.6104809166646561 2.9102548641009256 21.190540425922773 190 92 71 0.036283444389438715 3 1261 2 2246
89 1.0299182820964956 3.0501118793517179 19.916520596461805 208 105 80 0.10851976449689371 3 1271 2 2712
90 6.3716325245679091 2.9616771486753959 20.982146217216762 196 101 81 0.19969890737104845 3 1276 2 2289
91 2.0455515222689948 3.1137935686860647 20.264191368056427 219 114 88 0.21254034165493108 3 1298 2 2639
92 5.1256313794387189 3.0780433007201582 20.666764917280577 205 106 84 0.25760151586153601 3 1300 2 2418
93 7.4973847167755459 3.0065411367008137 21.63261694745286 175 79 57 0.11768296375945653 3 1303 2 2218
94 8.3474576709188959 3.1040974511621502 21.15561001174369 174 88 71 0.23830157327144019 3 1310 2 2208
95 1.7502936231639505 3.2638063677977378 19.5939300522164 217 113 84 0.69742439522683519 3 1338 2 2751 1 3683
96 8.3510316827762221 3.1994353809148164 21.183496046829248 179 93 76 0.49599799318790339 3 1347 2 2237
97 -1.8202619433538136 3.2570989254520923 21.396340185936221 216 125 101 0.37989981338377543 3 1361 2 2892
98 5.8588656070887737 3.4031011485457965 20.803414015637035 201 102 81 0.062226989980749998 3 1392 2 2473
99 -3.0521090595716212 3.4531221012050528 20.792479241465536 236 148 117 0.45810135695197141 3 1400 2 3069
100 6.1854536423200353 3.5368674431493887 20.79160682019771 193 100 81 0.22889494137105526 3 1415 2 2493
101 5.399019959983332 3.5775422935378911 20.942134757813022 209 116 85 0.31930660480268358 3 1433 2 2549
102 -4.5637951072469409 3.5531630119063808 21.924939849359689 239 152 115 0.37027936953621954 3 1436 2 3123
103 2.3601901682261213 3.6803140534331318 20.047919172484193 208 107 84 0.068842135778673944 3 1446 2 2831
104 6.4182618434410914 3.7030445577076629 20.884229006201547 183 88 69 0.56091519491503838 3 1459 2 2522
105 4.0048326236457186 3.9115342746342772 20.193727163584036 202 102 79 0.32038569040937531 3 1494 2 2784
106 4.1784896394164655 3.9233464737290351 20.382707243201668 206 110 86 0.3889760843639446 3 1497 2 2763
107 4.4542487362764689 3.9630425634507227 20.139863253346505 200 104 80 0.042581421800318264 3 1505 2 2771
108 4.1289522858059478 4.0137279051311863 20.348135102549811 205 109 85 0.91279275903270518 3 1517 2 2806 1 3547
109 5.8268866891504922 4.0398154155998656 20.765966771385411 195 101 75 0.49280464614887126 3 1528 2 2668
110 2.5551854487164531 4.0881153025078545 19.678599469757032 206 106 84 0.27855566879463234 3 1534 2 2980
111 4.6562768344248644 4.070474279419769 20.225960123295597 194 96 79 0.16831826335109012 3 1536 2 2797
112 -1.6424578207363614 4.0996600924250437 20.471281540954042 239 146 114 0.21812682013625592 3 1544 2 3203
113 -0.47762917549265738 4.091912816209704 21.257994645573906 222 129 101 0.13968120151533042 3 1546 2 3070
114 0.87679873525310281 4.5594390123027546 19.319282612012078 221 121 93 0.08871404372866451 3 1662 2 3269
115 -0.80436377188533148 4.7144944095464494 20.190664576079953 244 154 121 0.15442296145146792 3 1711 2 3357
116 2.7189412503088306 4.7136288376407762 19.771899362219603 222 124 98 0.17756355299485521 3 1712 2 3157
117 5.8992795751556892 4.7163348355240124 20.836721504944961 217 113 84 0.018243575405269684 3 1713 2 2880
118 5.8721140832265348 4.8215500478334015 20.501365928663343 221 115 87 0.33029733181162541 3 1746 2 2939
119 2.351624221365118 4.8881711260830523 19.712780886559269 229 126 94 0.25575560261327379 3 1768 2 3241
120 -0.64554121272387877 5.0920196685439789 19.619152435953868 248 164 122 0.72448070955824995 3 1826 2 3523
121 5.4400409845267692 5.1142496543946008 20.544102811204379 221 109 85 0.30696064248752103 3 1828 2 3048
122 4.7177475158733282 5.2381193645220394 20.741736439961027 217 114 91 0.45580798950693707 3 1866 2 3117
123 3.7830292866563968 5.3772309901469564 20.035431060401297 224 120 101 0.172437015987838 3 1910 2 3275
124 6.0663873525908523 5.5365149488887901 20.875701287384672 205 97 74 0.33448613467192601 3 1949 2 3114
125 2.7528731822746448 5.8530662438637506 19.990319624876214 237 134 102 0.076287808228506948 3 2036 2 3494
126 0.36335099882619071 5.8407081666605425 19.425191375571881 240 141 105 0.07306706485720052 3 2047 2 3698
127 5.2841051923003821 6.0413927140639707 20.473194245690351 206 102 82 0.24307499227544874 3 2083 2 3343
128 -0.12513048491891737 6.0219514233203775 19.609077896526344 249 145 110 0.28616748132627523 3 2094 2 3776
129 3.379203856272289 6.0594361358800297 19.954071326507275 223 121 96 0.45335751327465867 3 2100 2 3518
